Site_ID,Machine_ID,11/01/2019,23:43,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.290550672863167,16.691803584156634,17.280791050772244,1440,900,30.0,0
Site_ID,Machine_ID,11/01/2019,23:57,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.291052438570366,16.706350582050316,17.283000152605446,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:03,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.302230816894163,16.701087915862445,17.276760372994232,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:06,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.185672652746769,16.719552915067954,17.277248288106204,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:10,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.1227746897056305,16.69983524940714,16.996819016886718,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:39,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.107012077140429,16.727863998918718,16.99323864417916,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:41,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.2110858100347257,16.726487665437162,16.99940245761339,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,00:49,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.1252284283596374,16.703230833324294,16.991049457751846,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:02,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.150237519098841,16.72582299822049,16.99024147449764,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:07,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.38500679662854254,16.653347834411154,16.700184457615745,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:10,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.44522961678934375,16.67650266972487,16.704930288281087,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:20,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.37057973056866056,16.729410500071634,16.702900677909522,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:21,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.3063318630322,16.723940750428785,16.710268694885723,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:24,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.2380818357040406,16.70978550221965,16.705402203192303,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:29,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.163225478942374,16.715966414873645,16.99090876243614,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,01:35,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.253378565588525,16.72226899730352,16.99701974600538,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:15,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,6.50446493452151,16.70702399860602,17.565535203360366,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:17,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.1685718287293243,16.72699916525744,16.999392203446003,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:22,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.182272850624013,16.7082269108505,16.99749435598062,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:23,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.340964155695923,16.718966917930327,17.285215626944296,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:32,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,4.452727425954408,16.696795496197108,17.294189203589745,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:36,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.2445496949638915,16.731427080230787,16.992968729089437,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:43,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.160913473983072,16.70455591859839,16.995989966158895,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:49,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.1751926758725797,16.724851666367613,16.995510000092278,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,17:54,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,0.3131196973796551,16.679854251075692,16.716994830580838,1440,900,30.0,0
Site_ID,Machine_ID,11/02/2019,18:24,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.169481169295609,16.713365497707855,17.007810491338468,1440,900,30.0,0
Site_ID,Machine_ID,11/07/2019,14:45,darwin 10.13.6 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,10.744961729140643,16.851693576124188,20.069607389475202,1440,900,30.0,0
Site_ID,Machine_ID,11/16/2019,02:03,darwin 10.15.1 x86_64,fsociety-air.local,3.6.1,3.2.4,1.1.0.0,2.1522212227143833,16.699175252142595,16.994973339024,1440,900,30.0,0
Site_ID,Machine_ID,11/17/2019,05:42,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,2.0230945241318974,16.714759248619277,16.70367077932204,1440,900,30.0,0
Site_ID,Machine_ID,11/17/2019,05:46,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,0.3922346958121176,16.715027083895013,16.711331796891578,1440,900,30.0,0
Site_ID,Machine_ID,11/17/2019,05:54,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,0.5089942194499675,16.72312624999961,16.717774033898394,1440,900,30.0,0
Site_ID,Machine_ID,11/17/2019,05:56,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,4.390351530082929,16.755907416666105,17.27836601694974,1440,900,30.0,0
Site_ID,Machine_ID,11/17/2019,05:57,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,1.4386004940536101,16.716677499999832,16.71561405084688,1440,900,30.0,0
Site_ID,Machine_ID,11/22/2019,17:05,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,8.596178709279696,16.72664958338525,17.838637118645345,1440,900,30.0,0
Site_ID,Machine_ID,11/22/2019,17:16,darwin 10.15.1 x86_64,fsociety-air.local,3.7.2,3.2.3,1.1.0.0,0.6961171353947095,16.719528583204617,16.713746033898225,1440,900,30.0,0
