task_name,task_version,task_versionDate,task_form,task_ageCohort,task_language,site_id,subject_id,session_num,session_date,session_start,initials,machine_id,response_device,block_name,trial_stimulus,trial_extra_responses,resp_value,resp_corr,resp_rt,task_time
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.2957934239821043,241.0841663350002
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.405258316983236,243.44412668500445
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4026648589933757,245.69207704698783
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.2771323560154997,247.81693954498041
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,nontarget2,none,left,0,0.37336903301184066,250.16364961498766
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4218854439968709,252.4625834430044
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,none,testingBlock,nontarget3,none,none,1,0,254.29107002998353
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.38591577601619065,256.9274391249928
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4400790049985517,259.2321359179914
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,nontarget4,none,left,0,0.29171720999875106,261.3342361029936
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.49409605297842063,263.787045517005
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.7082643100002315,266.2518954949919
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.8038392349844798,268.5978445499786
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4012554000073578,270.4457862499985
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.45376668201060966,272.7486967899895
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.2949363970255945,274.8403243829962
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,none,testingBlock,nontarget1,none,none,1,0,276.7957611049933
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.7738616879796609,279.8201525179902
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,1.116065879992675,282.4127450649976
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.44357383900205605,283.99076208498445
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,none,testingBlock,nontarget5,none,none,1,0,285.7978137889877
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,1.0049976799928118,289.0532615619886
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4010080989974085,290.69969088898506
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.5304028870014008,293.0795774369908
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,keyboard,testingBlock,target,none,left,1,0.4918181949760765,295.2914758879924
CPT,3.2.0.1,12/30/2011,a,Adult,English,Site_ID,12,12,01/02/2020,23:30,sa,Machine_ID,none,testingBlock,target,none,none,0,0,297.0500216879882
